PEGASUS_TIMESERIES_FILE_003
ObjectKey,B04
VariableKey,Pump C flow rate (mL/h)
2025-07-23T20:17:21.2909453,0
2025-07-23T20:23:40.2438273,0
2025-07-23T20:23:53.3753237,0,End of bolus
2025-07-23T20:23:53.3753237,0,Bolus completed
2025-07-23T20:24:04.2586634,0
2025-07-23T20:30:17.6262591,0
2025-07-23T20:30:51.1325871,0,End of bolus
2025-07-23T20:30:51.1325871,0,Bolus completed
2025-07-23T20:30:53.0923136,0
2025-07-23T20:37:41.3304651,0
2025-07-23T20:37:56.5155090,0,End of bolus
2025-07-23T20:37:56.5155090,0,Bolus completed
2025-07-23T20:38:05.4101544,0
2025-07-23T21:52:15.0907243,0
2025-07-23T21:52:48.0870391,0,End of bolus
2025-07-23T21:52:48.0870391,0,Bolus completed
2025-07-23T21:52:51.1243563,0
2025-07-23T22:04:08.7174336,0
2025-07-23T22:04:41.2340607,0,End of bolus
2025-07-23T22:04:41.2340607,0,Bolus completed
2025-07-23T22:04:42.7808386,0
2025-07-23T22:17:31.7711988,0
2025-07-23T22:17:55.0755612,0,End of bolus
2025-07-23T22:17:55.0755612,0,Bolus completed
2025-07-23T22:17:56.2908232,0
2025-07-23T22:29:10.2124980,0
2025-07-23T22:29:44.0122177,0,End of bolus
2025-07-23T22:29:44.0122177,0,Bolus completed
2025-07-23T22:29:45.1573284,0
2025-07-23T23:19:39.2697629,0
2025-07-23T23:19:55.2596852,0,End of bolus
2025-07-23T23:19:55.2596852,0,Bolus completed
2025-07-23T23:20:03.2717626,0
2025-07-24T00:49:54.4994186,0
2025-07-24T00:50:07.6956368,0,End of bolus
2025-07-24T00:50:07.6956368,0,Bolus completed
2025-07-24T00:50:09.0275241,0
2025-07-24T00:55:33.6601674,0,Liquid not yet at bioreactor
2025-07-24T00:56:51.5810868,0,Liquid not yet at bioreactor
2025-07-24T00:56:55.1043840,0,End of bolus
2025-07-24T00:56:55.1043840,0,Bolus completed
2025-07-24T00:57:01.1828158,0,Liquid not yet at bioreactor
2025-07-24T18:14:38.6795997,0,Liquid not yet at bioreactor
2025-07-24T18:14:40.2777503,0,End of bolus
2025-07-24T18:14:40.2777503,0,Bolus completed
2025-07-24T18:14:49.2715078,0
2025-07-31T22:46:47.4892072,0
2025-07-31T22:46:59.1058684,0,End of bolus
2025-07-31T22:46:59.1058684,0,Bolus completed
2025-07-31T22:46:59.7558574,0
2025-07-31T22:53:47.6360438,0
2025-07-31T22:53:47.7915958,0,End of bolus
2025-07-31T22:53:47.7915958,0,Bolus completed
2025-07-31T22:53:59.6602381,0
2025-07-31T23:00:49.3890159,0
2025-07-31T23:01:00.4834098,0,End of bolus
2025-07-31T23:01:00.4834098,0,Bolus completed
2025-07-31T23:01:01.3588196,0
2025-08-01T00:00:53.1740745,0
2025-08-01T00:01:28.6060678,0,End of bolus
2025-08-01T00:01:28.6060678,0,Bolus completed
2025-08-01T00:01:29.1964817,0
2025-08-01T00:12:18.7618593,0
2025-08-01T00:12:52.6305643,0,End of bolus
2025-08-01T00:12:52.6305643,0,Bolus completed
2025-08-01T00:12:54.6590222,0
2025-08-01T00:25:45.1560523,0
2025-08-01T00:26:04.9260401,0,End of bolus
2025-08-01T00:26:04.9260401,0,Bolus completed
2025-08-01T00:26:09.1857659,0
2025-08-01T00:37:11.3708793,0
2025-08-01T00:37:45.3354851,0,End of bolus
2025-08-01T00:37:45.3354851,0,Bolus completed
2025-08-01T00:37:46.5937572,0
2025-08-01T01:27:17.9430544,0
2025-08-01T01:27:49.8068662,0,End of bolus
2025-08-01T01:27:49.8068662,0,Bolus completed
2025-08-01T01:27:53.9578962,0
2025-08-01T15:17:07.1076423,0
